,Experiment,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,R1,R2,project,condition,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,treatment,temperature,pH,OD,growth_phase,culture_type,skip
ERR3380467,ERX3404572,4755180,665725200,4755180,140,269,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR003/380/ERR3380467.sralite.1,CR099_starv_pool_t5_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP115858,PRJEB33095,,593465,ERS3526126,SAMEA5722507,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5722507,,,,,,,no,,,,,Tobias Busche,ERA2010589,,public,5F00FE1CC4F03756C6F15EF4107D6253,FCE8A2AF564B8D03803EC68E87F4D74A,,,(p)ppGpp0 mutant strain,CR099_starv_pool_t5_p,CR099_starv_pool_t5_p,,,,,,,,,,,,
ERR3380468,ERX3404573,5473744,766324160,0,140,309,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR003/380/ERR3380468.sralite.1,CR099_starv_pool_t60_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP115858,PRJEB33095,,593465,ERS3526127,SAMEA5722508,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA5722508,,,,,,,no,,,,,Tobias Busche,ERA2010589,,public,169EBA27D56F1BBC292906FB8E747845,A23ACF0A7A48121111210D7901930D4E,,,(p)ppGpp0 mutant strain,CR099_starv_pool_t60_p,CR099_starv_pool_t60_p,,,,,,,,,,,,
ERR4351626,ERX4296278,8958221,1272067382,8958221,142,530,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4351/ERR4351626/ERR4351626.lite.2,Sample_strRNA_CF004_D1_1a_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP122958,PRJEB39442,,649188,ERS4827071,SAMEA7066470,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7066470,,,,,,,no,,,,,TB,ERA2772181,,public,C5C110A51516CB8FD954FF281ED501EA,0A7056DAFD3F585EBD724FEF1CD570E7,,,different-growth-rates,Sample_strRNA_CF004_D1_1a_p,Sample_strRNA_CF004_D1_1a_p,ATCC13032,CGXII,glucose,,,,30℃,,,0.2,,
ERR4351627,ERX4296279,7633667,1083980714,7633667,142,460,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4351/ERR4351627/ERR4351627.lite.2,Sample_strRNA_CF004_D2_1a_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP122958,PRJEB39442,,649188,ERS4827072,SAMEA7066471,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7066471,,,,,,,no,,,,,TB,ERA2772181,,public,A4349587510DC3C09AC6167AC4119BE0,7DEB23F26B01FE0A63B80C616D18AA5C,,,different-growth-rates,Sample_strRNA_CF004_D2_1a_p,Sample_strRNA_CF004_D2_1a_p,ATCC13032,CGXII,glucose,,,,30℃,,,0.3,,
ERR4351628,ERX4296280,9477642,1345825164,9477642,142,569,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4351/ERR4351628/ERR4351628.lite.1,Sample_strRNA_CF004_D3_1a_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP122958,PRJEB39442,,649188,ERS4827073,SAMEA7066472,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7066472,,,,,,,no,,,,,TB,ERA2772181,,public,6B58DDCBCD0A635188CFD65FC3BD55FD,BE9D636C5215A457243AE3E6382CFA56,,,different-growth-rates,Sample_strRNA_CF004_D3_1a_p,Sample_strRNA_CF004_D3_1a_p,ATCC13032,CGXII,glucose,,,,30℃,,,0.4,,
ERR4351629,ERX4296281,8605939,1222043338,8605939,142,509,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4351/ERR4351629/ERR4351629.lite.1,Sample_strRNA_CF005_D1_1a_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP122958,PRJEB39442,,649188,ERS4827074,SAMEA7066473,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7066473,,,,,,,no,,,,,TB,ERA2772181,,public,2660B1254FB8C77359B53D8A36F80E70,5349446D30FF134F2C8D7D9CF76576F8,,,different-growth-rates,Sample_strRNA_CF005_D1_1a_p,Sample_strRNA_CF005_D1_1a_p,ATCC13032,CGXII,glucose,,,,30℃,,,0.2,,
ERR4351630,ERX4296282,8322592,1181808064,8322592,142,496,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR004/4351/ERR4351630/ERR4351630.lite.1,Sample_strRNA_CF005_D2_1a_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP122958,PRJEB39442,,649188,ERS4827075,SAMEA7066474,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7066474,,,,,,,no,,,,,TB,ERA2772181,,public,8724EA8F5C076897DC1F26F546B6EE1D,C97DD2D6FEA09008DEB2645F43147718,,,different-growth-rates,Sample_strRNA_CF005_D2_1a_p,Sample_strRNA_CF005_D2_1a_p,ATCC13032,CGXII,glucose,,,,30℃,,,0.3,,
ERR4351631,ERX4296283,9228429,1310436918,9228429,142,547,,https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR4351631/ERR4351631,Sample_strRNA_CF005_D3_1a_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP122958,PRJEB39442,,649188,ERS4827076,SAMEA7066475,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7066475,,,,,,,no,,,,,TB,ERA2772181,,public,2045D41EA81C8E2F0410B07E7FD623F0,06CDFAB4F93B2B35A165D89ECC6EAA4E,,,different-growth-rates,Sample_strRNA_CF005_D3_1a_p,Sample_strRNA_CF005_D3_1a_p,ATCC13032,CGXII,glucose,,,,30℃,,,0.4,,
ERR4351632,ERX4296284,11145254,1582626068,11145254,142,674,,https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR4351632/ERR4351632,Sample_strRNA_CF006_D1_1a_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP122958,PRJEB39442,,649188,ERS4827077,SAMEA7066476,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7066476,,,,,,,no,,,,,TB,ERA2772181,,public,926AE80D02914FDEB610D3E5075CE477,13FCF67A23835961A7F3F5206D274A1B,,,different-growth-rates,Sample_strRNA_CF006_D1_1a_p,Sample_strRNA_CF006_D1_1a_p,ATCC13032,CGXII,glucose,,,,30℃,,,0.2,,
ERR4351633,ERX4296285,9938557,1411275094,9938557,142,599,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR004/4351/ERR4351633/ERR4351633.lite.1,Sample_strRNA_CF006_D2_1a_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP122958,PRJEB39442,,649188,ERS4827078,SAMEA7066477,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7066477,,,,,,,no,,,,,TB,ERA2772181,,public,5DD6F3712E4DBD93D2E23969203D45D7,BD279267D98D73038A0F00CDB8AD6659,,,different-growth-rates,Sample_strRNA_CF006_D2_1a_p,Sample_strRNA_CF006_D2_1a_p,ATCC13032,CGXII,glucose,,,,30℃,,,0.3,,
ERR4351634,ERX4296286,9753452,1384990184,9753452,142,586,,https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR4351634/ERR4351634,Sample_strRNA_CF006_D3_1a_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,500,100,ILLUMINA,Illumina HiSeq 1500,ERP122958,PRJEB39442,,649188,ERS4827079,SAMEA7066478,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7066478,,,,,,,no,,,,,TB,ERA2772181,,public,4B40B0100296711C69FA0E74D6974A4D,D61F16A8261607F539180B2D34A47671,,,different-growth-rates,Sample_strRNA_CF006_D3_1a_p,Sample_strRNA_CF006_D3_1a_p,ATCC13032,CGXII,glucose,,,,30℃,,,0.4,,
ERR5165888,ERX4970836,4079671,607895022,4079671,149,257,,https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR5165888/ERR5165888,GluA_T0_1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592295,SAMEA7845128,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845128,,,,,,,no,,,,,TB,ERA3318383,,public,2E800ABC07B9557F387FD2E0EE6C3C5D,6FE59EFB2B5E63BCEBF06713E2FE7ABD,,,ALE-glutarate,GluA_T0_1_p,GluA_T0_1_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
ERR5165889,ERX4970837,4359555,649658413,4359555,149,283,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5165/ERR5165889/ERR5165889.lite.1,GluA_T0_2_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592296,SAMEA7845129,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845129,,,,,,,no,,,,,TB,ERA3318383,,public,604821AE17AFC12545DFBA6996DE6AAF,E3105A4C02A6C63A6AD14C470EE1BB6A,,,ALE-glutarate,GluA_T0_2_p,GluA_T0_2_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
ERR5165890,ERX4970838,4606593,686321724,4606593,148,288,,https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR5165890/ERR5165890,GluA_T0_3_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592297,SAMEA7845130,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845130,,,,,,,no,,,,,TB,ERA3318383,,public,5C687000D6363A73F91A522C6B28A755,6CDBD3987DA4A4AE0CA94D09097E5BA7,,,ALE-glutarate,GluA_T0_3_p,GluA_T0_3_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
ERR5165891,ERX4970839,1201930,179209882,1201930,149,70,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR005/5165/ERR5165894/ERR5165894.lite.1,GluA_T5_1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592298,SAMEA7845131,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845131,,,,,,,no,,,,,TB,ERA3318383,,public,B8FAFDC7836507C9FCC47D16CA48B400,01BC383A1B2F2CCE9C88D71A823B53B4,,,ALE-glutarate,GluA_T5_1_p,GluA_T5_1_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
ERR5165892,ERX4970839,1201930,179209882,1201930,149,70,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR005/5165/ERR5165894/ERR5165894.lite.1,GluA_T5_1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592298,SAMEA7845131,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845131,,,,,,,no,,,,,TB,ERA3318383,,public,B8FAFDC7836507C9FCC47D16CA48B400,01BC383A1B2F2CCE9C88D71A823B53B4,,,ALE-glutarate,GluA_T5_1_p,GluA_T5_1_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
ERR5165893,ERX4970839,1201930,179209882,1201930,149,70,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR005/5165/ERR5165894/ERR5165894.lite.1,GluA_T5_1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592298,SAMEA7845131,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845131,,,,,,,no,,,,,TB,ERA3318383,,public,B8FAFDC7836507C9FCC47D16CA48B400,01BC383A1B2F2CCE9C88D71A823B53B4,,,ALE-glutarate,GluA_T5_1_p,GluA_T5_1_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
ERR5165894,ERX4970839,1201930,179209882,1201930,149,70,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR005/5165/ERR5165894/ERR5165894.lite.1,GluA_T5_1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592298,SAMEA7845131,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845131,,,,,,,no,,,,,TB,ERA3318383,,public,B8FAFDC7836507C9FCC47D16CA48B400,01BC383A1B2F2CCE9C88D71A823B53B4,,,ALE-glutarate,GluA_T5_1_p,GluA_T5_1_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
ERR5165895,ERX4970840,4898170,729785546,4898170,148,310,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5165/ERR5165895/ERR5165895.lite.1,GluA_T5_2_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592299,SAMEA7845132,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845132,,,,,,,no,,,,,TB,ERA3318383,,public,61E3A0DA1C55700ECC56FF6F5083CB98,158E6231A87B8F96C5A28DBE7DF66707,,,ALE-glutarate,GluA_T5_2_p,GluA_T5_2_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
ERR5165896,ERX4970841,1352630,201643669,1352630,149,79,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR005/5165/ERR5165899/ERR5165899.lite.1,GluA_T5_3_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592300,SAMEA7845133,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845133,,,,,,,no,,,,,TB,ERA3318383,,public,D1572A3FE38BEF2BF6D8BAC0CEF35EAC,2432724C45557FA8221DBF6E340BA5BF,,,ALE-glutarate,GluA_T5_3_p,GluA_T5_3_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
ERR5165897,ERX4970841,1352630,201643669,1352630,149,79,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR005/5165/ERR5165899/ERR5165899.lite.1,GluA_T5_3_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592300,SAMEA7845133,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845133,,,,,,,no,,,,,TB,ERA3318383,,public,D1572A3FE38BEF2BF6D8BAC0CEF35EAC,2432724C45557FA8221DBF6E340BA5BF,,,ALE-glutarate,GluA_T5_3_p,GluA_T5_3_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
ERR5165898,ERX4970841,1352630,201643669,1352630,149,79,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR005/5165/ERR5165899/ERR5165899.lite.1,GluA_T5_3_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592300,SAMEA7845133,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845133,,,,,,,no,,,,,TB,ERA3318383,,public,D1572A3FE38BEF2BF6D8BAC0CEF35EAC,2432724C45557FA8221DBF6E340BA5BF,,,ALE-glutarate,GluA_T5_3_p,GluA_T5_3_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
ERR5165899,ERX4970841,1352630,201643669,1352630,149,79,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR005/5165/ERR5165899/ERR5165899.lite.1,GluA_T5_3_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592300,SAMEA7845133,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845133,,,,,,,no,,,,,TB,ERA3318383,,public,D1572A3FE38BEF2BF6D8BAC0CEF35EAC,2432724C45557FA8221DBF6E340BA5BF,,,ALE-glutarate,GluA_T5_3_p,GluA_T5_3_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
ERR5165900,ERX4970842,4109340,612161528,4109340,148,263,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR005/5165/ERR5165900/ERR5165900.lite.1,GluA_T7_1_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592301,SAMEA7845134,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845134,,,,,,,no,,,,,TB,ERA3318383,,public,4CB98D2757F4C4E0B4A70F84EAC4A425,9A31B483D5A616E1B7CFB07F9DACD691,,,ALE-glutarate,GluA_T7_1_p,GluA_T7_1_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
ERR5165901,ERX4970843,4294201,639867477,4294201,149,275,,https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR5165901/ERR5165901,GluA_T7_2_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592302,SAMEA7845135,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845135,,,,,,,no,,,,,TB,ERA3318383,,public,4003B52A727B6B668056B360668AC526,A0EEC8EFA9BC6D679C41DAFD8974D86D,,,ALE-glutarate,GluA_T7_2_p,GluA_T7_2_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
ERR5165902,ERX4970844,4370395,651354996,4370395,149,276,,https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR5165902/ERR5165902,GluA_T7_3_p,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,ERP126458,PRJEB42575,,698881,ERS5592303,SAMEA7845136,simple,196627,Corynebacterium glutamicum ATCC 13032,SAMEA7845136,,,,,,,no,,,,,TB,ERA3318383,,public,BE6FA7E8CAE315287FC34995234ECFB0,B980F6DC0821DCE5C94E783F667A9B89,,,ALE-glutarate,GluA_T7_3_p,GluA_T7_3_p,ATCC13032,CGXII,glucose,,,,,,,mid-exponential,,
SRR10298214,SRX7010986,12657205,3797161500,12657205,300,1348,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/298/SRR10298214.sralite.1,OM3,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP226020,PRJNA578049,,578049,SRS5531725,SAMN13047704,simple,1718,Corynebacterium glutamicum,OMepA-3,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA980562,,public,93DACFC4CF39DC88F91D04B413EBC530,D3B08A83DC40BDEA195CE38AFF0B8E0C,,,different mepA expression,OMepA-3,OMepA-3,,,,,,,,,,,,
SRR10298215,SRX7010985,10608944,3182683200,10608944,300,1149,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/298/SRR10298215.sralite.1,OM2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP226020,PRJNA578049,,578049,SRS5531724,SAMN13047703,simple,1718,Corynebacterium glutamicum,OMepA-2,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA980562,,public,454944F65A8D1B433A84658696BF147E,A0BDDF76184F23499C961A5630EF199E,,,different mepA expression,OMepA-2,OMepA-2,,,,,,,,,,,,
SRR10298216,SRX7010984,10990087,3297026100,10990087,300,1243,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/298/SRR10298216.sralite.1,OM1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP226020,PRJNA578049,,578049,SRS5531723,SAMN13047702,simple,1718,Corynebacterium glutamicum,OMepA-1,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA980562,,public,492845115F39E67F522C0B4947EEC96A,5F19A6F28358AA03B59BD8464B7A69D0,,,different mepA expression,OMepA-1,OMepA-1,,,,,,,,,,,,
SRR10298217,SRX7010983,11349425,3404827500,11349425,300,1262,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/298/SRR10298217.sralite.1,DM3,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP226020,PRJNA578049,,578049,SRS5531722,SAMN13047701,simple,1718,Corynebacterium glutamicum,DmepA-3,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA980562,,public,ADA9BC637E3273668E9BC15350DEB8ED,4CC111F7034D84B301CB43F3678559E0,,,different mepA expression,DmepA-3,DmepA-3,,,,,,,,,,,,
SRR10298218,SRX7010982,10851491,3255447300,10851491,300,1207,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/298/SRR10298218.sralite.1,DM2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP226020,PRJNA578049,,578049,SRS5531721,SAMN13047700,simple,1718,Corynebacterium glutamicum,DmepA-2,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA980562,,public,1437E33BCCAE1AB222A5AD2255633B09,C36DDC4FD27CED3BBC241A943F1497EB,,,different mepA expression,DmepA-2,DmepA-2,,,,,,,,,,,,
SRR10298219,SRX7010981,10667966,3200389800,10667966,300,1191,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/298/SRR10298219.sralite.1,DM1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP226020,PRJNA578049,,578049,SRS5531720,SAMN13047699,simple,1718,Corynebacterium glutamicum,DmepA-1,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA980562,,public,73CB593D0914118E9338E263CCEDB28A,08DDFBE2947BC92DC9C0AC828EB4F8DB,,,different mepA expression,DmepA-1,DmepA-1,,,,,,,,,,,,
SRR10298220,SRX7010980,11089351,3326805300,11089351,300,1288,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/298/SRR10298220.sralite.1,WT3,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP226020,PRJNA578049,,578049,SRS5531719,SAMN13047698,simple,1718,Corynebacterium glutamicum,Wildtype-3,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA980562,,public,323AE89B5EC007447E747A1DC6C5AE7E,55E6389FC6958B7DC679B22D27260252,,,different mepA expression,Wildtype-3,Wildtype-3,,,,,,,,,,,,
SRR10298221,SRX7010979,10743603,3223080900,10743603,300,1192,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/298/SRR10298221.sralite.1,WT2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP226020,PRJNA578049,,578049,SRS5531718,SAMN13047697,simple,1718,Corynebacterium glutamicum,Wildtype-2,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA980562,,public,EF6824480F4C09D36E2C8407ACB793F3,B419ABE3FB376C4350742EC9C7242109,,,different mepA expression,Wildtype-2,Wildtype-2,,,,,,,,,,,,
SRR10298222,SRX7010978,10965471,3289641300,10965471,300,1238,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/298/SRR10298222.sralite.1,WT1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP226020,PRJNA578049,,578049,SRS5531717,SAMN13047696,simple,1718,Corynebacterium glutamicum,Wildtype-1,,,,,,,no,,,,,JIANGNAN UNIVERSITY,SRA980562,,public,6F34DC45B476AEB5776282D6ECA88E52,24306D3FE848F5C11BE56E154F59767A,,,different mepA expression,Wildtype-1,Wildtype-1,,,,,,,,,,,,
SRR10848504,SRX7519111,2779230,839327460,2779230,302,245,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR010/848/SRR10848504.sralite.1,CZCGA,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239973,PRJNA571204,,571204,SRS5958717,SAMN12814281,simple,1718,Corynebacterium glutamicum,Gp0329492,,,,,,,no,,,,,JGI,SRA1021896,,public,C80A8CD4ADC358530BD3E9FD00EC5764,FD380CC2953FAAD4DE29AB099A3F688C,,,batch and fed-batch,CZCGA,CZCGA,,,,,,,,,,,,
SRR10848505,SRX7519110,6428299,1941346298,6428299,302,558,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/848/SRR10848505.sralite.1,CZCGC,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP239972,PRJNA571206,,571206,SRS5958716,SAMN12815267,simple,1718,Corynebacterium glutamicum,Gp0329494,,,,,,,no,,,,,JGI,SRA1021896,,public,C2CA84A1C400987D45EA703C13DED654,E8A2655345D9677A70FFC85B9C243818,,,batch and fed-batch,CZCGC,CZCGC,,,,,,,,,,,,
